Name = NACA 4412
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
Éø	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
103.0	0.077	2.47515	-0.050	0.510	0.002	0.536	0.016	0.031	-0.989	0.897
104.0	0.078	2.43273	-0.049	0.509	0.002	0.533	0.016	0.032	-0.770	0.880
105.0	0.079	2.51350	-0.049	0.508	0.002	0.530	0.016	0.031	-0.659	0.865
106.0	0.080	2.47092	-0.048	0.506	0.002	0.528	0.015	0.032	-0.641	0.847
107.0	0.081	2.43737	-0.047	0.505	0.002	0.525	0.015	0.033	-0.560	0.830
108.0	0.082	2.41210	-0.046	0.504	0.002	0.523	0.015	0.034	-0.322	0.812
109.0	0.083	2.33750	-0.046	0.502	0.002	0.521	0.015	0.036	-0.277	0.799
110.0	0.084	2.32618	-0.045	0.501	0.002	0.518	0.015	0.036	-0.381	0.781
111.0	0.086	2.32694	-0.044	0.501	0.002	0.514	0.015	0.037	-0.333	0.763
112.0	0.087	2.34011	-0.043	0.501	0.002	0.511	0.015	0.037	-0.319	0.745
113.0	0.089	2.22920	-0.042	0.501	0.002	0.508	0.014	0.040	-0.269	0.726
114.0	0.090	2.24210	-0.041	0.501	0.002	0.506	0.014	0.040	-0.094	0.708
115.0	0.092	2.20466	-0.041	0.501	0.002	0.503	0.015	0.042	-0.086	0.694
116.0	0.094	2.11867	-0.040	0.501	0.002	0.502	0.014	0.044	-0.155	0.676
117.0	0.096	2.05559	-0.039	0.501	0.002	0.502	0.014	0.047	-0.091	0.658
118.0	0.099	2.09696	-0.039	0.501	0.002	0.502	0.014	0.047	-0.063	0.641
119.0	0.101	2.03562	-0.038	0.501	0.002	0.502	0.013	0.050	0.007	0.623
120.0	0.104	1.92704	-0.037	0.501	0.002	0.502	0.013	0.054	0.007	0.609
121.0	0.107	2.72284	-0.036	0.501	0.002	0.502	0.013	0.039	0.026	0.592
122.0	0.110	1.90343	-0.036	0.501	0.002	0.501	0.013	0.058	0.032	0.578
123.0	0.113	2.49057	-0.035	0.501	0.002	0.502	0.012	0.045	0.050	0.560
124.0	0.117	2.44283	-0.035	0.501	0.002	0.502	0.012	0.048	0.083	0.548
125.0	0.120	2.35939	-0.034	0.501	0.002	0.502	0.012	0.051	0.085	0.532
126.0	0.124	2.20319	-0.033	0.501	0.002	0.502	0.012	0.056	0.099	0.519
127.0	0.129	2.11082	-0.033	0.501	0.002	0.502	0.011	0.061	0.089	0.504
128.0	0.133	2.09229	-0.032	0.501	0.002	0.502	0.011	0.064	0.137	0.490
129.0	0.138	1.94636	-0.032	0.501	0.002	0.502	0.011	0.071	0.137	0.478
130.0	0.144	1.90987	-0.031	0.501	0.002	0.502	0.010	0.075	0.148	0.465
131.0	0.149	1.77360	-0.030	0.501	0.002	0.502	0.010	0.084	0.359	0.454
132.0	0.173	1.53229	-0.034	1.000	0.003	1.000	0.010	0.113	0.357	0.447
133.0	0.180	1.49524	-0.034	1.000	0.003	1.000	0.010	0.120	0.190	0.437
134.0	0.188	1.37532	-0.033	1.000	0.003	1.000	0.009	0.137	0.189	0.426
135.0	0.196	1.29611	-0.033	1.000	0.003	1.000	0.009	0.152	0.196	0.416
136.0	0.206	1.24590	-0.032	1.000	0.003	1.000	0.009	0.165	0.188	0.406
137.0	0.216	1.19650	-0.032	1.000	0.003	1.000	0.009	0.180	0.208	0.396
138.0	0.226	1.08322	-0.031	1.000	0.003	1.000	0.009	0.209	0.200	0.388
139.0	0.238	1.01198	-0.030	1.000	0.003	1.000	0.008	0.235	0.212	0.378
140.0	0.251	0.96428	-0.030	1.000	0.003	1.000	0.008	0.260	0.232	0.371
141.0	0.264	0.94133	-0.030	1.000	0.003	1.000	0.008	0.281	0.210	0.363
142.0	0.279	0.83754	-0.029	1.000	0.003	1.000	0.007	0.333	0.219	0.355
143.0	0.295	0.79590	-0.029	1.000	0.003	1.000	0.007	0.371	0.236	0.348
144.0	0.312	0.75526	-0.029	1.000	0.003	1.000	0.007	0.414	0.238	0.342
145.0	0.331	0.67913	-0.029	0.995	0.003	1.000	0.007	0.488	0.240	0.336
146.0	0.352	0.64867	-0.028	0.993	0.003	1.000	0.007	0.542	0.228	0.330
147.0	0.374	0.63370	-0.028	0.992	0.003	1.000	0.006	0.590	0.234	0.324
148.0	0.398	0.59659	-0.028	0.990	0.003	1.000	0.006	0.667	0.243	0.319
149.0	0.424	0.52430	-0.027	0.988	0.003	1.000	0.006	0.809	0.241	0.314
150.0	0.452	0.46715	-0.027	0.987	0.003	1.000	0.006	0.968	0.247	0.310
151.0	0.483	0.43585	-0.027	0.985	0.003	1.000	0.006	1.108	0.248	0.306
152.0	0.515	0.38390	-0.027	0.984	0.003	1.000	0.006	1.343	0.251	0.302
153.0	0.550	0.33352	-0.027	0.981	0.003	1.000	0.006	1.650	0.252	0.299
154.0	0.587	0.30048	-0.027	0.978	0.003	1.000	0.006	1.955	0.256	0.296
155.0	0.626	0.26117	-0.028	0.976	0.003	1.000	0.006	2.396	0.260	0.294
156.0	0.660	0.23730	-0.028	0.973	0.004	1.000	0.006	2.782	0.257	0.292
157.0	0.694	0.20654	-0.028	0.970	0.004	0.996	0.006	3.362	0.262	0.290
158.0	0.729	0.17495	-0.029	0.966	0.004	0.994	0.007	4.164	0.266	0.289
159.0	0.761	0.15371	-0.029	0.962	0.004	0.992	0.007	4.954	0.265	0.288
160.0	0.792	0.13046	-0.030	0.957	0.004	0.991	0.008	6.070	0.272	0.287
161.0	0.818	0.11356	-0.030	0.952	0.004	0.990	0.008	7.207	0.274	0.287
162.0	0.839	0.09657	-0.031	0.945	0.004	0.989	0.009	8.693	0.280	0.287
163.0	0.853	0.08138	-0.031	0.938	0.005	0.988	0.009	10.482	0.325	0.287
164.0	0.857	0.06806	-0.032	0.930	0.005	0.986	0.010	12.596	-0.236	0.287
165.0	0.850	0.05701	-0.033	0.921	0.006	0.986	0.010	14.914	0.203	0.289
166.0	0.830	0.04736	-0.033	0.911	0.006	0.985	0.011	17.532	0.226	0.290
167.0	0.796	0.03833	-0.034	0.900	0.007	0.984	0.011	20.776	0.230	0.293
168.0	0.748	0.03108	-0.035	0.887	0.008	0.983	0.012	24.058	0.230	0.297
169.0	0.685	0.02504	-0.036	0.873	0.008	0.983	0.014	27.341	0.229	0.303
170.0	0.608	0.02058	-0.038	0.857	0.009	0.982	0.016	29.541	0.230	0.312
171.0	0.519	0.01673	-0.040	0.839	0.010	0.982	0.019	31.034	0.229	0.327
172.0	0.420	0.01356	-0.042	0.818	0.012	0.983	0.023	30.963	0.226	0.350
173.0	0.312	0.01131	-0.045	0.795	0.015	0.983	0.030	27.588	0.210	0.393
174.0	0.199	0.01022	-0.051	0.769	0.018	0.984	0.051	19.464	0.040	0.505
175.0	0.082	0.01147	-0.093	0.739	0.024	0.984	1.000	7.179	0.065	1.379
176.0	-0.037	0.01107	-0.094	0.704	0.035	0.985	1.000	-3.313	0.239	-2.323
177.0	-0.157	0.01073	-0.096	0.665	0.056	0.986	1.000	-14.630	0.238	-0.360
178.0	-0.277	0.01044	-0.097	0.618	0.106	0.986	1.000	-26.575	0.238	-0.100
179.0	-0.397	0.01037	-0.099	0.559	0.192	0.987	1.000	-38.348	0.238	0.002
180.0	-0.518	0.00949	-0.100	0.482	0.902	0.987	1.000	-54.515	0.238	0.057

